ekran_boyutu,ekran_kartı.1,Ekran Kartı Bellek Tipi.1,ekran_kartı_hafızası_1,ekran_karı_tipi_1,ekran_yenileme_hızı_1,marka,hard_disk_kapasitesi,klavye,kullanım_amacı,ram_sistem_bellegi_1,ram_tipi_1,renk,ssd_kapasitesi,cozunurluk_1,cozunurluk_standartı_1,islemci_modeli_1,islemci_nesli_1,islemci_tipi_1,islemci_cekirdek_sayisi_1,isletim_sistemi_1,url,prices
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,Casper,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,32 GB,DDR4,Gri,2 TB,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,https://www.trendyol.com//casper/g870-1265-dxb0x-b-intel-core-i7-12650h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829?boutiqueId=623361&merchantId=968,39.999
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,120 Hz,Dell,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Siyah,512 GB,1920 x 1080,Full HD (FHD),Belirtilmemiş,13. Nesil,Intel Core i5,10,Linux,https://www.trendyol.com//dell/g15-5530-i5-13450hx-16gb-512gb-ssd-6gb-rtx4050-15-6-fhd-165hz-ubuntu-g155530008u-p-760912225?boutiqueId=61&merchantId=105378,31.249
"15,6",Intel XE Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmalı),Ofis - İş,16 GB,DDR4,Gri,256 GB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Free Dos,https://www.trendyol.com//lenovo/ideapad-3-15iau7-intel-core-i5-1235u-16gb-256gb-ssd-freedos-15-6-fhd-82rk00tltxa37-p-780519647?boutiqueId=61&merchantId=155616,14.361
"15,6",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,120 Hz,Monster,HDD Yok,Q Türkçe,Ofis - İş,8 GB,DDR4,Gümüş,512 GB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Free Dos,https://www.trendyol.com//monster/huma-h5-v4-1-3-intel-core-i5-1235u-8gb-ram-512gb-ssd-freedos-15-6-fhd-p-458190989?boutiqueId=61&merchantId=105286,18.299
"15,6",AMD Radeon Graphics,SD,Paylaşımlı,Dahili,120 Hz,Dell,HDD Yok,Q Türkçe,Ofis - İş,32 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),5825U,5. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//dell/inspiron-15-3525-i3525106u06-ryzen7-5825u-32gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisay-p-458041618?boutiqueId=61&merchantId=106664,17.799
"15,6",AMD Radeon Graphics,DDR,Paylaşımlı,Dahili,60 Hz,ACER,HDD Yok,Q Türkçe,Ofis - İş,8 GB,LPDDR5,Gri,256 GB,1920 x 1080,Full HD (FHD),7520U,7. Nesil,AMD Ryzen 5,4,Free Dos,https://www.trendyol.com//acer/aspire-3-amd-r5-7520u-8gb-256gb-ssd-freedos-15-6-fhd-nx-kdeey-00d-p-786972544?boutiqueId=61&merchantId=106740,9.999
"15,6",AMD R7 250,DDR4,Paylaşımlı,Dahili,,Lenovo,,Q Türkçe,Oyun,4 GB,,,128 GB,1366 x 768,Full HD (FHD),9225,9. Nesil,AMD A6,2,Windows,https://www.trendyol.com//lenovo/ideapad-ideapad-s145-81n30048tx-amd-a6-9225-2-6ghz-islemci-4gb-ram-128gb-ssd-15-6-p-77640819?boutiqueId=61&merchantId=899410,12.985
"15,6",Intel UHD Graphics 600,SD,Paylaşımlı,Dahili,60 Hz,Lenovo,128 GB,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,4 GB,DDR4,Gri,256 GB,1366 x 768,HD Ready (HD),N4120,11. Nesil,Intel Celeron,4,Free Dos,https://www.trendyol.com//lenovo/ideapad-1-82v7006ntx01-n4120-4gb-128ssd-256ssd-15-6-hd-freedos-tasinabilir-bilgisayar-cnt002-p-778814717?boutiqueId=61&merchantId=106664,8.44
"15,6",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,128 GB,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,4 GB,DDR4,Gri,SSD Yok,1366 x 768,HD Ready (HD),N4120,4. Nesil,Intel Celeron,4,Free Dos,https://www.trendyol.com//lenovo/n4120-4-128-gb-notebook-p-410803301?boutiqueId=61&merchantId=784573,7.499
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,Casper,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,16 GB,DDR4,Gri,500 GB,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1265-bvb0x-b-intel-core-i7-12650h-16gb-ram-500gb-nvme-ssd-8gb-rtx4060-freedos-p-672183963?boutiqueId=61&merchantId=114258,35.599
14,Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Dell,1 TB,Q Türkçe,Ev - Okul,8 GB,DDR4,Siyah,256 GB,1920 x 1080,Full HD (FHD),1115G4,11. Nesil,Intel Core i3,2,Ubuntu,https://www.trendyol.com//dell/vostro-3400-i3-1115g4-8gb-1tb-256gb-ssd-ubuntu-14-n4001vn3400u-8-256-p-466766566?boutiqueId=626264&merchantId=109239,9.799
14,Radeon Vega 7 Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Asus,512 GB,Q Türkçe,Ev - Okul,16 GB,DDR4,Gri,SSD Yok,1920 x 1080,Full HD Ultra Wide,5600H,5. Nesil,AMD Ryzen 5,6,Windows,https://www.trendyol.com//asus/zenbook-14-um425-5-nesil-ryzen-5-5600h-16gb-512gb-ssd-14inc-w11-p-355654772?boutiqueId=61&merchantId=141868,29.999
14,AMD Radeon Vega 8,DDR,Paylaşımlı,Dahili,Belirtilmemiş,Asus,Yok,Q Türkçe,Ev - Okul,4 GB,Belirtilmemiş,Gümüş,256 GB,1366 x 768,HD Ready (HD),Ryzen 3 3250U,3. Nesil,AMD Ryzen 3,Belirtilmemiş,Free Dos,https://www.trendyol.com//asus/d415da-bv336-ryzen-3-3250u-4gb-ram-256gb-ssd-14-inc-p-98463820?boutiqueId=61&merchantId=409439,9.899
"13,3",Paylaşımlı,DDR4,Paylaşımlı,Dahili,,Toshiba,,Q Türkçe,Ev - Okul,8 GB,,Siyah,Yok,1920 x 1080,Full HD (FHD),7200U,7. Nesil,Intel Core i5,2,Windows,https://www.trendyol.com//toshiba/toshiba-satellite-pro-a30-d-14f-core-i5-7200u-8gb-256gb-ssd-13-3-inc-win10-p-33256931?boutiqueId=61&merchantId=112319,26.785
16,AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Gümüş,256 GB,1920 x 1200,WUXGA,5600H,5. Nesil,AMD Ryzen 5,12,Free Dos,https://www.trendyol.com//asus/vivobook-m1603qa-mb347-amd-ryzen-5-5600h-8gb-256gb-freedos-16-wuxga-p-736751447?boutiqueId=61&merchantId=702771,15.999
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,Monster,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//monster/abra-a5-v20-3-4-intel-core-i7-13700h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-736036351?boutiqueId=61&merchantId=105286,33.699
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,Monster,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,32 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Windows,https://www.trendyol.com//monster/abra-a5-v20-4-5-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-15-6-fhd-144-hz-p-760784218?boutiqueId=61&merchantId=105286,33.199
"15,6",Nvidia GeForce RTX3060,GDDR6,6 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe,Oyun,16 GB,DDR5,Siyah,1 TB,1920 x 1080,Full HD (FHD),12650H,13. Nesil,Intel Core i7,24,Free Dos,https://www.trendyol.com//asus/tuf-dash-f15-fx517zm-hn073-i7-12650h-16gb-ram-1tb-ssd-6gb-rtx3060-15-6-inc-fhd-144hz-p-675112811?boutiqueId=61&merchantId=106664,40.699
"15,6",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe (Aydınlatmasız),Ev - Okul,16 GB,DDR4,Mavi,256 GB,1920 x 1080,Full HD (FHD),1235U,5. Nesil,Intel Core i5,10,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1502za-ej1071-03-i5-1235u-16gb-256gb-15-6-freedos-tasinabilir-bilgisayar-p-769935403?boutiqueId=61&merchantId=106198,14.299
15,M2 10 Çekirdekli,DDR5,8 GB,Dahili,120 Hz,Apple,256 GB,Q Türkçe (Aydınlatmalı),Ofis - İş,8 GB,LPDDR5,Gri,256 GB,2880 x 1800,QHD,Belirtilmemiş,2. Nesil,Apple M2,8,Mac Os,https://www.trendyol.com//apple/15-inch-macbook-air-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-256gb-space-grey-p-736178354?boutiqueId=61&merchantId=141868,44.39
"16,1",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,32 GB,DDR5,Mavi,1 TB,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,https://www.trendyol.com//hp/victus-16-s0060nt-ryzen-7-7840hs-32gb-1tb-ssd-rtx3050-6gb-144hz-16-1-fhd-w11pro-8d7v8ea-p-754016791?boutiqueId=61&merchantId=214484,33.659
"15,6",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,16 GB,DDR5,Pembe,512 GB,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Free Dos,https://www.trendyol.com//asus/tuf-gaming-a15-fa507xia17-lp041a17-amd-ryzen-9-7940hs-16gb-512gb-ssd-rtx4070-freedos-15-6-p-753805186?boutiqueId=61&merchantId=155616,51.741
13,M2 8 Çekirdekli,DDR4,Paylaşımlı,Dahili,144 Hz,Apple,512 GB,Q Türkçe,Ofis - İş,8 GB,DDR4,Gri,256 GB,2560 x 1600,Retina,9425,2. Nesil,Apple M2,8,Mac Os,https://www.trendyol.com//apple/macbook-pro-13-3-inc-m2-cip-8cpu-10gpu-8gb-256gb-ssd-uzay-grisi-mneh3tu-a-p-327513368?boutiqueId=61&merchantId=190694,41.639
"15,6",Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Lenovo,256 GB,Q Türkçe,Ofis - İş,8 GB,DDR5,Gri,256 GB,1920 x 1080,HD Ready (HD),Belirtilmemiş,12. Nesil,Intel Core i5,8,Windows,https://www.trendyol.com//lenovo/ideapad-slim-3-12-nesil-core-i5-12450h-8gb-256gb-ssd-15-6inc-w11-p-779236804?boutiqueId=61&merchantId=624588,15.999
14,Paylaşımlı,DDR,Paylaşımlı,Dahili,Yok,Lenovo,1 TB,Q Türkçe,Ev - Okul,4 GB,DDR4,Gri,Yok,1920 x 1080,Full HD (FHD),N4020,Yok,Intel Celeron,2,Free Dos,https://www.trendyol.com//lenovo/v14-igl-intel-celeron-n4020-4gb-1tb-hdd-freedos-14-fhd-tasinabilir-bilgisayar-82c2001ltx-p-83775445?boutiqueId=626264&merchantId=409439,9.489
"15,6",AMD Radeon Graphics,GDDR6,Paylaşımlı,Harici,60 Hz,Lenovo,HDD Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),5700U,7. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//lenovo/thinkbook-15-21a40036tx-r7-5700u-16gb-512gb-ssd-15-6-fdos-p-436537356?boutiqueId=61&merchantId=585885,21.299
17,Nvidia GeForce RTX 4090,GDDR6,16 GB,Harici,240 Hz,MSI,HDD Yok,Q Türkçe (Aydınlatmalı),Ev - Okul,32 GB,DDR5,Siyah,1 TB,2560 x 1600,QHD,13980HX,13. Nesil,Intel Core i9,24,Free Dos,https://www.trendyol.com//msi/vector-gp78hx-13vi-446xtr-i9-13950hx-32gb-ddr5-rtx4090-gddr6-16gb-1tb-ssd-17-0-qhd-240hz-dos-p-751840555?boutiqueId=61&merchantId=133639,118.999
"15,6",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,120 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR4,Gri,1 TB,1920 x 1080,Full HD (FHD),11320H,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-intel-core-i5-11320h-16gb-1tb-ssd-gtx1650-freedos-15-6-82k101lxtxa38-p-767234222?boutiqueId=61&merchantId=155616,24.362
18,Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,480 Hz,Dell,HDD Yok,Q İngilizce,Oyun,32 GB,DDR5,Metalik,1 TB,1920 x 1200,FHD+,7845HX,7. Nesil,AMD Ryzen 9,12,Windows,https://www.trendyol.com//dell/alienware-m18-r9-7845hx-18-fhd-480hz-32gb-1tb-rtx4070-q-us-ing-klavye-1-yil-tr-garanti-p-758380280?boutiqueId=61&merchantId=112804,84.1
"15,6",Nvidia GeForce RTX 3060 Ti,GDDR6,6 GB,Harici,120 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmasız),Oyun,32 GB,DDR4,Gri,1 TB,1920 x 1080,Full HD (FHD),Belirtilmemiş,12. Nesil,Intel Core i7,10,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-i7-12650h-32-gb-1-tbssd-6gb-rtx-3060-15-6-fhd-freedos-82s9010dtx-bt8-p-772207324?boutiqueId=61&merchantId=107092,39.402
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,120 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,8 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,https://www.trendyol.com//lenovo/ip-gaming3-intel-core-i5-12450h-8gb-512gb-rtx3050-dos-15-6-onyx-grey-gaming-laptop-82s9015utx-p-744554283?boutiqueId=61&merchantId=568229,24.849
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,32 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),11400H,11. Nesil,Intel Core i5,6,Free Dos,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hc-hn375a58-intel-core-i5-11400h-32gb-1tb-ssd-rtx3050-freedos-15-6-p-752425962?boutiqueId=61&merchantId=448871,30.72
"15,6",Intel UHD Graphics,DDR4,1 GB,Dahili,Belirtilmemiş,Asus,256 GB,Q Türkçe,Ofis - İş,8 GB,Belirtilmemiş,Gri,256 GB,1920 x 1080,Full HD (FHD),1035G1,11. Nesil,Intel Core i5,Belirtilmemiş,Windows 11,https://www.trendyol.com//asus/x515ja-ej2124w-i5-1035g1u-8gb-ram-256gb-ssd-15-6-win11-convertible-laptop-gri-p-282831239?boutiqueId=61&merchantId=868267,14.949
14,Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,90 Hz,Lenovo,1 TB,Q Türkçe (Aydınlatmalı),Ofis - İş,32 GB,LPDDR5,Altın,1 TB,2880 x 1800,OLED 2.8K,1280P,12. Nesil,Intel Core i7,6,Windows,https://www.trendyol.com//lenovo/yoga-slim-9-i7-1280p-32gb-1-tb-ssd-windows-11-14-tasinabilir-bilgisayar-82t0005etx-p-786928961?boutiqueId=61&merchantId=118352,59.999
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,16,Free Dos,https://www.trendyol.com//hp/15-fa1031nt-i5-12500h-12-nesil-16-gb-512-gb-ssd-15-6-geforce-rtx-4050-6gb-144-hz-827w9ea-p-751635962?boutiqueId=61&merchantId=124563,29.399
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,8 GB,DDR5,Gri,512 GB,1920 x 1080,Full HD (FHD),7735HS,7. Nesil,AMD Ryzen 7,8,Windows,https://www.trendyol.com//asus/tuf-gaming-fa507nv-lp019w-ryzen7-7735hs-8gb-512gb-ssd-rtx4060-win-11-15-6-inc-fhd-144hz-p-732139809?boutiqueId=61&merchantId=624588,38.93
14,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe,Ofis - İş,8 GB,DDR4,Gri,128 GB,1920 x 1080,Full HD (FHD),N4020,Belirtilmemiş,Intel Celeron,2,Windows,https://www.trendyol.com//asus/x415ma-ek385w-intel-celeron-n4020-8gb-128gb-ssd-w11h-14-fhd-bilgisayar-canta-p-783950687?boutiqueId=61&merchantId=121368,9.499
7,AMD Radeon Graphics,Belirtilmemiş,Paylaşımlı,Dahili,120 Hz,Asus,500 GB,Joystick,Oyun,16 GB,LPDDR5,Beyaz,512 GB,1920 x 1080,Full HD (FHD),Belirtilmemiş,Belirtilmemiş,Ryzen Z1,6,Windows,https://www.trendyol.com//asus/rog-ally-ryzen-z1-16gb-ram-512gb-ssd-7inc-w11-p-779234182?boutiqueId=61&merchantId=624588,29.788
"15,6",Paylaşımlı,DDR4,Paylaşımlı,Dahili,Yok,Asus,Yok,Q Türkçe,Ev - Okul,4 GB,DDR4,Gri,128 GB,1366 x 768,HD Ready (HD),N4020,Yok,Intel Celeron,2,Windows,https://www.trendyol.com//asus/x515ma-br091t-intel-celeron-n4020-4gb-128ssd-win10-15-6-p-88571198?boutiqueId=61&merchantId=409439,9.899
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,16 GB,DDR4,Mavi,1 TB,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Free Dos,https://www.trendyol.com//hp/victus-15-fa1033nt-7n9v2ea01-i5-13500h-16gb-1tbssd-rtx4050-15-6-fullhd-freedos-tasinabilir-bilgi-p-735142964?boutiqueId=61&merchantId=106664,32.619
"16,1",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,8 GB,DDR5,Gri,512 GB,1920 x 1080,Full HD (FHD),6800H,6. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//hp/victus-16-e1007nt-amd-ryzen-7-6800h-8gb-512gb-rtx3050ti-dos-16-1-fhd-144hz-hp-turkiye-garanti-p-437125864?boutiqueId=61&merchantId=203702,26.595
"13,6",M2 10 Çekirdekli,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Apple,HDD Yok,Q Türkçe,Ofis - İş,16 GB,Belirtilmemiş,Çok Renkli,512 GB,2560 x 1600,QHD,Belirtilmemiş,Belirtilmemiş,M2,Belirtilmemiş,Mac Os,https://www.trendyol.com//apple/macbook-air-m2-cip-16-gb-512-gb-ssd-13-6-uzay-grisi-notebook-z15t000k6-p-381593488?boutiqueId=61&merchantId=107870,52.299
"15,6",Intel HD Graphics,DDR3,1 GB,Dahili,60 Hz,ACER Garantili,250 GB,Q Türkçe (Aydınlatmasız),Oyun,8 GB,DDR3,Gri,256 GB,2160 x 1440,QHD,1000M,4. Nesil,Intel Celeron,4,Free Dos,https://www.trendyol.com//dts-teknoloji/acer-a315-35-c7cb-aspire3-n4500-4gb-ram-128gb-ssd-15-6-inc-laptop-dizustu-bilgisayar-p-779574042?boutiqueId=61&merchantId=108625,8.893
"16,1",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,8 GB,DDR5,Mavi,512 GB,1920 x 1080,Full HD (FHD),6800H,6. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//hp/victus-16-e1006nt-amd-ryzen-7-6800h-8gb-512gb-rtx3050ti-16-1-fhd-144hz-dos-68s22ea-p-752684632?boutiqueId=61&merchantId=867147,26.093
14,Dahili Ekran Kartı,DDR5,Paylaşımlı,Dahili,60 Hz,Asus,250 GB,Q Türkçe,Ofis - İş,8 GB,DDR4,Siyah,256 GB,1366 x 768,HD Ready (HD),8565U,8. Nesil,Intel Core i7,4,Free Dos,https://www.trendyol.com//asus/x409fa-bv669-i7-8565u-8gb-256gb-ssd-14-hd-freedos-p-193796305?boutiqueId=61&merchantId=594061,18.59
Belirtilmemiş,Dahili Ekran Kartı,GDDR6,Paylaşımlı,Harici,60 Hz,Dell,HDD Yok,Q Türkçe,Ev - Okul,8 GB,DDR4,Siyah,256 GB,1920 x 1080,Full HD (FHD),Belirtilmemiş,Belirtilmemiş,Intel Core M,Belirtilmemiş,Free Dos,https://www.trendyol.com//dell/xps-17-9720-i9-12900hk-64gb-2tb-ssd-6gb-rtx3060-17-touch-w11p-xps179720adlp2100-p-666118556?boutiqueId=61&merchantId=162201,174.452
"15,6",AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,165 Hz,Lenovo,512 GB,Q Türkçe (Aydınlatmasız),Ev - Okul,8 GB,LPDDR5,Gri,512 GB,1920 x 1080,Full HD (FHD),7520U,11. Nesil,AMD Ryzen 5,4,Windows,https://www.trendyol.com//lenovo/ip-ryzen-5-8gb-ram-512-gb-ssd-15-6-w11-laptop-p-762026638?boutiqueId=61&merchantId=322524,13.566
"15,6",Intel Iris Graphics,GDDR5,Paylaşımlı,Dahili,60 Hz,Dell,Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Gri,1 TB,1920 x 1080,Full HD (FHD),i5-1135G7,11. Nesil,Intel Core i5,4,Windows 11,https://www.trendyol.com//dell/vostro-3500-i5-1135g7-16-gb-1-tb-ssd-iris-graphics-15-6-w11-pro-fhd-dizustu-bilgisayar-p-277883383?boutiqueId=61&merchantId=352010,16.999
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,16 GB,DDR4,Beyaz,512 GB,1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12,Free Dos,https://www.trendyol.com//hp/victus-15-fa1032nt-intel-core-i5-12500h-16gb-512ssd-rtx4050-6gb-15-6-freedos-144-hz-fhd-tasinabi-p-744363474?boutiqueId=61&merchantId=106740,29.799
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,Casper,HDD Yok,RGB Türkçe,Oyun,64 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,https://www.trendyol.com//casper/excalibur-g770-1245-efj0x-b-intel-core-i5-12450h-64gb-ram-1tb-nvme-ssd-gen4-4gb-rtx3050-freedos-p-445710810?boutiqueId=61&merchantId=114258,29.999
"15,6",Nvidia GeForce MX550,Dahili,Paylaşımlı,Dahili,60 Hz,ACER,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Çok Renkli,512 GB,1920 x 1080,Full HD (FHD),1235U,11. Nesil,Intel Core i5,4,Windows,https://www.trendyol.com//acer/aspire-3-a315-59g-522b-intel-i5-1235u-8gb-ram-512gb-ssd-2gb-geforce-mx550-15-6-fhd-w11-notebo-p-772492863?boutiqueId=61&merchantId=310022,17.99
"15,6",Nvidia GeForce RTX3060 Max-P,GDDR6,6 GB,Harici,240 Hz,MSI,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,64 GB,DDR4,Siyah,1 TB,1920 x 1080,FHD+,12700H,12. Nesil,Intel Core i7,8,Windows,https://www.trendyol.com//msi/pulse-gl66-12uek-253tr-01-intel-core-i7-12700h-64gb-1tb-ssd-rtx3060-windows-11-home-15-6-fhd-ta-p-776771847?boutiqueId=61&merchantId=107868,53.21
16,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,120 Hz,Asus,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,32 GB,DDR4,Gümüş,1 TB,1920 x 1200,WUXGA,13900H,13. Nesil,Intel Core i9,14,Free Dos,https://www.trendyol.com//asus/vivobook-16x-i9-13900h-32gb-1tb-ssd-fhd-120hz-wuxga-16-0-freedos-rtx-4050-6gb-k3605vu-n1167t2-p-781571775?boutiqueId=61&merchantId=107204,45.599
"15,6",Intel Iris Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,Dell,HDD Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//dell/vostro-3510-i5-1135g7-16-gb-512-gb-15-6-fhd-freedos-n8803vn3510-ubt118-p-450347511?boutiqueId=61&merchantId=109239,13.799
"15,6",Intel HD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),1215U,12. Nesil,Intel Core i3,6,Free Dos,https://www.trendyol.com//lenovo/ip1-82qd0072tx-01-i3-1215u-8gb-512gb-ssd-15-6-freedos-p-778494706?boutiqueId=61&merchantId=106198,11.699
"17,3",Nvidia GeForce RTX 4090,GDDR6,16 GB,Harici,240 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,64 GB,DDR5,Siyah,4 TB,2560 x 1440,QHD,13900HX,13. Nesil,Intel Core i9,24,Windows,https://www.trendyol.com//hp/omen-17-ck2001nti9-13900hx-64gb-2tb-ssd-2tb-ssd-w11pro-rtx4090-16gb-17-3-qhd-240hz-7p6d4ea12-p-741804427?boutiqueId=61&merchantId=106536,164.8
"15,6",Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,8 GB,DDR5,Siyah,1 TB,1920 x 1080,Full HD (FHD),7520U,7. Nesil,AMD Ryzen 5,4,Free Dos,https://www.trendyol.com//lenovo/v15-g4-amn-ryzen-5-7520u-8gb-1tb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-82yu00q6tx002-p-745410067?boutiqueId=61&merchantId=114271,11.049
